substance,cscn,csa_schedule,narcotic,other_names
"4-Fluoroamphetamine (4–FA, 1-(4-fluorophenyl)propan-2-amine, para-fluoroamphetamine)",1476,I,N,4–FA; 1-(4-fluorophenyl)propan-2-amine; para-fluoroamphetamine
4-Fluoroisobutyryl fentanyl (N-(4-fluorophenyl)-N-(1-phenethylpiperidin-4-yl)isobutyramide),9824,I,Y,para-Fluoroisobutyryl fentanyl
4-Fluoro-N-methylcathinone (4-FMC),1238,I,N,Flephedrone; 1-(4-fluorophenyl)-2-(methylamino)propan-1-one (Positional Isomer: 2-FMC)
"4F-MDMB-BINACA (4F-MDMB-BUTINACA or methyl 2-(1-(4-fluorobutyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate)",7043,I,N,
"4F-MDMB-BUTICA (methyl 2-[[1-(4-fluorobutyl)indole-3-carbonyl]amino]-3,3-dimethyl-butanoate)",7091,I,N,4F-MDMB-BUTICA; 4F-MDMB-BICA
"4-Hydroxy-19-nortestosterone (4,17β-dihydroxyestr-4-en-3-one)",4000,III,N,
"4-Hydroxy-androst-4-ene-3,17-dione",4000,III,N,"Listed as 4-Hydroxy-androst-4-ene-3,17-dione[3,2-c]pyrazole-5α-androstan-17β-ol"
"4-Hydroxytestosterone (4,17β-dihydroxyandrost-4-en-3-one)",4000,III,N,
4-Methoxyamphetamine,7411,I,N,PMA
4'-Methyl acetyl fentanyl (N-(1-(4-methylphenethyl)piperidin-4-yl)-N-phenylacetamide),9819,I,Y,
"4-Methyl-2,5-dimethoxyamphetamine",7395,I,N,"DOM; STP (Positional Isomer: 2,5-Dimethoxy-3,4-dimethylphenethylamine (2C-G))"
4-Methyl-alpha-ethylaminopentiophenone (4-MEAP),7245,I,N,4-MEAP; 2-(ethylamino)-1-(4-methylphenyl)pentan-1-one
4-Methyl-alphapyrrolidinopropiophenone (4-MePPP),7498,I,N,MePPP; 4-methyl-α-pyrrolidinopropiophenone; 1-(4-methylphenyl)-2-(pyrrolidin-1-yl)-propan-1-one
4-Methylaminorex (cis isomer),1590,I,N,U4Euh; McN-422
4-Methyl-N-ethylcathinone (4-MEC),1249,I,N,"2-(Ethylamino)-1-(4-methylphenyl)propan-1-one (Positional Isomers: 3-methylethcathinone (3-MEC), 4-ethylmethcathinone (4-EMC), 4-methylbuphedrone (4-MeMABP;4-MeBP), 3,4-dimethylmethcathinone(3,4-DMMC),N-ethylbuphedrone (NEB),N-ethyl-N-methylcathinone(EMC))"
"5-Androstenediol (3β,17β-dihydroxy-androst-5-ene)",4000,III,N,
"5-Androstenedione (androst-5-en-3,17-dione)",4000,III,N,
5F-AB-PINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(5-fluoropentyl)-1 H-indazole-3-carboxamide),7025,I,N,
"5F–ADB; 5F–MDMB–PINACA (Methyl 2-(1-(5-fluoropentyl)-1H-indazole-3-carboxamido)-3,3-dimethylbutanoate)",7034,I,N,5F-ADB; 5F-MDMB-PINACA (Positional isomers: 5F-AEB; 5F-EMB-PINACA)
5F–AMB (methyl 2-(1-(5-fluoropentyl)-1H-indazole-3-carboxamido)-3-methylbutanoate),7033,I,N,5F-AMB
5F–APINACA; 5F–AKB48 (N-(adamantan-1-yl)-1-(5-fluoropentyl)-1H-indazole-3-carboxamide),7049,I,N,5F-APINACA; 5F-AKB48
"5F-CUMYL-P7AICA (1-(5-fluoropentyl)-N-(2-phenylpropan-2-yl)-1 H-pyrrolo[2,3-b]pyridine-3-carboxamide)",7085,I,N,
"5F-EDMB-PICA (ethyl 2-[[1-(5-fluorophentyl)indole-3-carbonyl]amino]-3,3-dimethyl-butanoate)",7094,I,N,5F-EDMB-PICA; 5F-EDMB-2201
"5-Fluoro-UR-144 and XLR11 [1-(5-Fluoro-pentyl)1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)methanone",7011,I,N,5-Fluoro-UR-144; XLR-11; XLR11
5F-PB-22 (quinolin-8-yl 1-(5-fluoropentyl)-1H-indole-3-carboxylate),7225,I,N,5-Fluoro-PB-22; 5F-PB-22
"5-Methoxy-3,4-methylenedioxyamphetamine",7401,I,N,MMDA
"5-Methoxy-N,N-diisopropyltryptamine",7439,I,N,"5-MeO-DIPT (Positional Isomer: 5-Methoxy-N,N-dipropyltryptamine (5-MeO-DPT))"
"5-Methoxy-N,N-dimethyltryptamine",7431,I,N,"5-MeO-DMT (Positional Isomer: 4-Methoxy-N,N-dimethyltryptamine (4-MeO-DMT, 4-methoxy-DMT))"
5-Nitro-2-(4-propoxybenzyl)-1-(2-(pyrrolidin-1-yl)ethyl)-1H-benzimidazole (N-pyrrolidino protonitazene),9763,I,Y,Protonitazepyne
"5α-Androstan-3,17-dione",4000,III,N,Androstanedione
"5α-Androstan-3,6,17-trione",4000,III,N,
"6,6,9-Trimethyl-3-pentyl-6a,7,8,9,10,10a-hexahydro-6H-benzo[c]chromen-1-ol",7220,I,N,Hexahydrocannabinol; HHC
"6-Bromo-androsta-1,4-diene-3,17-dione",4000,III,N,
"6-Bromo-androstan-3,17-dione",4000,III,N,
"6α-Methyl-androst-4-ene-3,17-dione",4000,III,N,
AB-CHMINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(cyclohexylmethyl)-1H-indazole-3-carboxamide),7031,I,N,AB-CHMINACA
AB-FUBINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide),7012,I,N,AB-FUBINACA
AB-PINACA (N-(1-amino-3-methyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide),7023,I,N,AB-PINACA
Acetorphine,9319,I,Y,
Acetyl Fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylacetamide),9821,I,Y,
Acetyl-alpha-methylfentanyl,9815,I,Y,
Acetyldihydrocodeine,9051,I,Y,Acetylcodone
Acetylmethadol,9601,I,Y,Methadyl acetate
Acryl fentanyl (N-(1-phenethylpiperidin-4-yl)-N-phenylacrylamide),9811,I,Y,Acryloylfentanyl
"ADB-4en-PINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(pent-4-en-1-yl)-1H-indazole-3-carboxamide)",7092,I,N,ADB-4en-PINACA
"ADB-BUTINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-butyl-1H-indazole-3-carboxamide)",7027,I,N,ADB-BUTINACA
"ADB–FUBINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-(4-fluorobenzyl)-1H-indazole-3-carboxamide)",7010,I,N,ADB-FUBINACA
"ADB-PINACA (N-(1-amino-3,3-dimethyl-1-oxobutan-2-yl)-1-pentyl-1H-indazole-3-carboxamide)",7035,I,N,ADB-PINACA
"AH-7921 (3,4-dichloro-N-[(1-dimethylamino)cyclohexylmethyl]benzamide))",9551,I,Y,
Alfaxalone,2731,IV,N,"Alfaxan; 5α-pregnan-3α-ol-11,20-dione"
Alfentanil,9737,II,Y,Alfenta
Allylprodine,9602,I,Y,
Alphacetylmethadol except levo-alphacetylmethadol,9603,I,Y,
Alpha-ethyltryptamine,7249,I,N,ET; Trip
Alphameprodine,9604,I,Y,
Alphamethadol,9605,I,Y,
alpha'-Methyl butyryl fentanyl (2-methyl-N-(1-phenethylpiperidin-4-yl)-N-phenylbutanamide),9864,I,Y,
alpha-Methylfentanyl,9814,I,Y,China White; fentanyl
alpha-Methylthiofentanyl,9832,I,Y,China White; fentanyl
alpha-Methyltryptamine,7432,I,N,AMT (Positional Isomer: N-Methyltryptamine)
Alphaprodine,9010,II,Y,Nisentil
alpha-pyrrolidinobutiophenone (α-PBP),7546,I,N,1-Phenyl-2-(pyrrolidin-1-yl)butan-1-one
alpha-Pyrrolidinoheptaphenone (PV8),7548,I,N,PV8; 1-phenyl-2-(pyrrolidin-1-yl)heptan-1-one (Positional Isomer: α-pyrrolidinoisoheptanophenone (α-PiHPP; ​iso-PV8))
alpha-Pyrrolidinohexanophenone (α-PHP),7544,I,N,α-PHP; α-pyrrolidinohexanophenone; 1-phenyl-2-(pyrrolidin-1-yl)hexan-1-one
alpha-Pyrrolidinopentiophenone (α-PVP),7545,I,N,"α-Pyrrolidinovalerophenone; 1-phenyl-2-(pyrrolidin-1-yl)pentan-1-one (Positional Isomers: 4-methyl-α-pyrrolidinobutiophenone (4-MePBP), 1-phenyl-2-(piperidin-1-yl)butan-1-one)"
Alprazolam,2882,IV,N,Xanax
AM2201 (1-(5-Fluoropentyl)-3-(1-naphthoyl) indole),7201,I,N,
AM-694 (1-(5-Fluoropentyl)-3-(2-iodobenzoyl) indole),7000,I,N,Prior drug code 7694 under Synthetic Drug Abuse Prevention Act; consolidated to 7000 under 91 FR 2297
"Amineptine (7-[(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)amino]heptanoic acid)",1219,I,N,
Aminorex,1585,I,N,Has been sold as methamphetamine
Amobarbital,2125,II,N,Amytal; Tuinal
Amobarbital & noncontrolled active ingred.,2126,III,N,
Amobarbital suppository dosage form,2126,III,N,
Amphetamine,1100,II,N,Dexedrine; Adderall; Obetrol
Anabolic steroids,4000,III,N,Any substance meeting the definition of anabolic steroid as set forth in 21 CFR 1300.01
Anileridine,9020,II,Y,Leritine
APINACA and AKB48 N-(1-Adamantyl)-1-pentyl-1H-indazole-3-carboxamide,7048,I,N,APINACA; AKB48
Aprobarbital,2100,III,N,Alurate
Barbital,2145,IV,N,Veronal; Plexonal; barbitone
Barbituric acid derivative,2100,III,N,Barbiturates not specifically listed
Benzethidine,9606,I,Y,
Benzphetamine,1228,III,N,Didrex; Inapetyl
Benzylmorphine,9052,I,Y,
Betacetylmethadol,9607,I,Y,
beta-Hydroxy-3-methylfentanyl,9831,I,Y,China White; fentanyl
beta-Hydroxyfentanyl,9830,I,Y,China White; fentanyl
beta-Hydroxythiofentanyl,9836,I,Y,N-[1-[2-Hydroxy-2-(thiophen-2-yl)ethyl]piperidin-4-yl]-N-phenylpropionamide; N-[1-[2-hydroxy-2-(2-thienyl)ethyl]-4-piperidinyl]-N-phenylpropanamide
Betameprodine,9608,I,Y,
Betamethadol,9609,I,Y,
beta-Methyl fentanyl (N-phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)propionamide; also known as β-methyl fentanyl),9856,I,Y,
beta-Methylacetyl fentanyl (N-phenyl-N-(1-(2-phenylpropyl)piperidin-4-yl)acetamide),9868,I,Y,
"beta'-Phenyl fentanyl (N-(1-phenethylpiperidin-4-yl)-N,3-diphenylpropanamide; also known as β'-phenyl fentanyl; 3-phenylpropanoyl fentanyl)",9842,I,Y,
Betaprodine,9611,I,Y,
Bezitramide,9800,II,Y,Burgodin
"Bolasterone (7α,17α-dimethyl-17β-hydroxyandrost-4-en-3-one)",4000,III,N,
"Boldenone (17β-hydroxyandrost-1,4-diene-3-one)",4000,III,N,Equipoise; Parenabol; Vebonol; dehydrotestosterone
"Boldione (androsta-1,4-diene-3,17-dione)",4000,III,N,
Brexanolone (3α-hydroxy-5α-pregnan-20-one),2400,IV,N,Allopregnanolone
Brivaracetam,2710,V,N,BRV; UCB-34714; Briviact; ((2S)-2-[(4R)-2-oxo-4-propylpyrrolidin-1-yl] butanamide)
Bromazepam,2748,IV,N,Lexotan; Lexatin; Lexotanil
"Bromazolam (8-bromo-1-methyl-6-phenyl-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2778,I,N,
"Brorphine (1-(1-(1-(4-bromophenyl)ethyl)piperidin-4-yl)-1,3-dihydro-2H-benzo[d]imidazol-2-one)",9098,I,Y,"1-[1-[1-(4-Bromophenyl)ethyl]-4-piperidinyl]-1,3-dihydro-2H-benzimidazol-2-one"
Bufotenine,7433,I,N,"Mappine; N,N-dimethylserotonin"
Buprenorphine,9064,III,Y,Buprenex; Temgesic; Subutex; Suboxone
Butabarbital (secbutabarbital),2100,III,N,Butisol; Butibel
Butalbital,2100,III,N,Fiorinal; Butalbital with aspirin
Butobarbital (butethal),2100,III,N,Soneryl (UK)
"Butonitazene (2-(2-(4-butoxybenzyl)-5-nitro-1H-benzimidazol-1-yl)-N,N-diethylethan-1-amine)",9751,I,Y,
Butorphanol,9720,IV,N,Stadol; Stadol NS; Torbugesic; Torbutrol
Butylone,7541,I,N,"bk-MBDB; 1-(1,3-benzodioxol-5-yl)-2-(methylamino)butan-1-one (Positional Isomers: ￿dimethylone (bk-MDDMA; MDDMC), N,N-dimethyl-3,4-methylenedioxycathinone)"
Butyryl Fentanyl,9822,I,Y,N-(1-Phenethylpiperidin-4-yl)-N-phenylbutyramide; N-(1-phenethylpiperidin-4-yl)-N-phenylbutanamide
"Calusterone (7β,17α-dimethyl-17β-hydroxyandrost-4-en-3-one)",4000,III,N,Methosarb
Camazepam,2749,IV,N,Albego; Limpidon; Paxor
Cannabimimetic agents,7000,I,N,Any substance meeting the definition of cannabimimetic agent as set forth in 21 CFR § 1308.11(g)
Carfentanil,9743,II,Y,Wildnil
Carisoprodol,8192,IV,N,Soma
Cathine,1230,IV,N,"Constituent of ""Khat"" plant; (+)-norpseudoephedrine"
Cathinone,1235,I,N,"Constituent of ""Khat"" plant"
Cenobamate ([(1R)-1-(2-chlorophenyl)-2-(tetrazol-2-yl)ethyl]carbamate),2720,V,N,"2H-Tetrazole-2-ethanol, alpha-(2-chlorophenyl)-, carbamate (ester), (alphaR)-; carbamic acid ®-(+)-1-(2-chlorophenyl)-2-(2H-tetrazol-2-yl)ethyl ester)"
Chloral betaine,2460,IV,N,Beta Chlor
Chloral hydrate,2465,IV,N,Noctec
Chlordiazepoxide,2744,IV,N,Librium; Libritabs; Limbitrol; SK-Lygen
Chlorhexadol,2510,III,N,Mechloral; Mecoral; Medodorm; Chloralodol
Chlorphentermine,1645,III,N,Pre-Sate; Lucofen; Apsedon; Desopimon
Clobazam,2751,IV,N,Urbadan; Urbanyl
Clonazepam,2737,IV,N,Klonopin; Clonopin
"Clonazolam (6-(2-chlorophenyl)-1-methyl-8-nitro-4H-benzo[f][1,2,4]triazolo[4,3-a][1,4]diazepine)",2786,I,N,
Clonitazene,9612,I,Y,
Clorazepate,2768,IV,N,Tranxene
Clortermine,1647,III,N,Voranil
Clostebol (4-chloro-17β-hydroxyandrost-4-en-3-one),4000,III,N,Alfa-Trofodermin; Clostene; 4-chlorotestosterone
Clotiazepam,2752,IV,N,Trecalmo; Rize; Clozan; Veratran
Cloxazolam,2753,IV,N,Akton; Lubalix; Olcadil; Sepazon
Coca Leaves,9040,II,Y,
Cocaine,9041,II,Y,Methyl benzoylecgonine; Crack
Codeine,9050,II,Y,Morphine methyl ester; methyl morphine
